idade,rendimento,anos_emprego,montante_emprestimo,taxa_juro,percentagem_rendimento,historico_credito,habitacao,finalidade_emprestimo,classe_emprestimo,historico_incumprimento,estado_emprestimo
27.0,116235.44,14.0,229578.15,14.65,1.975,1.1,outra,habitacao,A,nao,0
36.0,66791.15,10.2,273864.99,18.82,4.1,13.0,outra,negocio,D,nao,1
24.0,103111.81,0.6,74359.13,9.56,0.721,9.1,outra,habitacao,C,sim,1
54.0,87673.06,29.9,32742.4,18.71,0.373,7.6,hipoteca,habitacao,B,nao,0
57.0,69676.09,25.7,158521.25,21.41,2.275,2.0,propria,pessoal,C,nao,1
31.0,51012.7,4.1,227673.93,6.1,4.463,20.0,outra,negocio,C,nao,1
29.0,65673.27,6.3,83963.4,6.54,1.279,14.0,outra,saude,B,nao,0
25.0,83344.37,21.6,176432.34,23.61,2.117,7.5,arrendada,negocio,D,nao,1
21.0,94296.67,19.4,290071.63,6.48,3.076,11.0,propria,pessoal,C,sim,1
63.0,100816.79,,31263.94,28.05,0.31,18.1,arrendada,pessoal,B,sim,1
44.0,40601.05,11.3,139998.52,15.89,3.448,17.5,outra,habitacao,B,nao,0
31.0,63842.73,19.1,87968.99,15.65,1.378,13.9,arrendada,negocio,B,nao,0
23.0,55707.78,24.7,96885.0,7.48,1.739,4.6,hipoteca,pessoal,C,nao,0
53.0,43560.65,29.6,6459.95,19.53,0.148,1.8,arrendada,habitacao,C,nao,0
47.0,89175.97,8.9,228675.88,11.29,2.564,3.8,hipoteca,saude,B,nao,0
36.0,76991.93,15.4,40483.38,10.29,0.526,18.4,hipoteca,educacao,B,nao,0
69.0,61009.24,21.9,100269.87,25.41,1.644,2.2,outra,educacao,D,nao,1
29.0,50910.66,15.7,265730.82,,5.22,14.3,arrendada,pessoal,B,nao,1
56.0,36892.73,7.8,278013.37,31.13,7.536,5.7,propria,pessoal,D,nao,1
32.0,131939.51,21.9,56053.3,29.5,0.425,18.3,hipoteca,negocio,A,nao,0
24.0,131000.18,23.5,193534.5,23.68,1.477,10.8,arrendada,negocio,C,nao,1
54.0,63407.56,11.8,18051.2,23.11,0.285,17.9,,pessoal,C,nao,1
27.0,96335.44,11.2,232521.73,29.95,2.414,17.2,outra,educacao,C,nao,1
32.0,91411.85,16.7,201876.89,18.17,2.208,2.8,outra,habitacao,A,nao,0
36.0,81671.82,1.1,116433.46,16.81,1.426,14.3,outra,habitacao,B,nao,0
31.0,88374.34,19.4,103046.56,,1.166,14.8,outra,pessoal,A,nao,0
46.0,50579.55,7.2,69924.27,5.59,1.382,6.0,hipoteca,negocio,C,nao,0
35.0,84532.84,,130453.48,25.86,1.543,5.3,propria,educacao,B,nao,0
59.0,142242.72,8.5,85986.3,8.87,0.605,13.1,propria,habitacao,A,nao,0
33.0,127633.14,7.3,80526.79,16.46,0.631,9.1,outra,educacao,B,nao,0
34.0,63603.48,17.2,125212.59,26.29,1.969,1.8,arrendada,educacao,A,nao,0
42.0,63863.83,5.0,155007.51,7.48,2.427,3.8,hipoteca,negocio,B,sim,1
56.0,44782.83,21.1,120028.38,26.98,2.68,5.8,hipoteca,negocio,D,nao,1
62.0,57204.55,,282648.14,17.36,4.941,20.0,hipoteca,negocio,C,nao,1
66.0,68057.42,8.4,62836.32,22.52,0.923,14.3,arrendada,educacao,A,nao,0
54.0,89320.17,16.7,122513.14,31.43,1.372,14.4,propria,negocio,D,nao,1
35.0,45390.88,18.2,153833.22,31.41,3.389,18.4,propria,saude,B,nao,1
49.0,72188.93,18.0,12330.5,,0.171,4.6,propria,educacao,A,nao,0
54.0,64929.84,25.4,92801.15,18.64,1.429,19.9,arrendada,negocio,B,nao,0
40.0,55715.59,27.3,130832.34,8.42,2.348,12.0,propria,habitacao,C,nao,1
32.0,64949.77,18.9,296126.71,30.12,4.559,14.1,hipoteca,pessoal,B,nao,1
27.0,100289.77,27.3,272524.51,29.91,2.717,5.4,arrendada,habitacao,C,nao,1
68.0,68247.77,2.3,134112.41,22.03,1.965,10.4,outra,saude,C,nao,1
22.0,75520.13,22.2,185697.84,,2.459,11.9,hipoteca,saude,D,nao,1
69.0,79564.52,17.1,242623.92,14.82,3.049,5.0,hipoteca,educacao,D,nao,1
69.0,73441.7,3.4,182861.3,17.17,2.49,13.0,propria,habitacao,A,nao,0
45.0,123701.33,28.4,253778.52,5.57,2.052,9.8,outra,negocio,D,nao,1
35.0,94079.17,19.0,13309.47,10.51,0.141,6.6,hipoteca,habitacao,D,sim,1
65.0,98778.06,26.9,272706.9,21.98,2.761,4.3,arrendada,habitacao,B,nao,1
63.0,88138.23,26.2,260674.74,11.93,2.958,17.5,hipoteca,pessoal,C,nao,1
21.0,100642.17,14.9,56004.3,7.93,0.556,19.0,outra,educacao,C,nao,0
50.0,59150.84,7.8,293077.3,21.9,4.955,7.0,outra,pessoal,A,nao,1
53.0,121345.49,15.0,162904.77,24.19,1.342,10.1,propria,educacao,A,nao,0
22.0,109871.37,5.4,211064.17,5.24,1.921,4.2,outra,pessoal,B,nao,0
50.0,110870.19,5.8,63494.21,19.49,0.573,10.5,propria,negocio,A,nao,0
54.0,83588.67,4.6,227649.99,24.57,2.723,16.6,,saude,B,sim,1
42.0,70540.46,2.7,286380.07,23.3,4.06,6.1,propria,pessoal,B,nao,1
69.0,103067.52,0.7,187599.1,,1.82,4.3,propria,habitacao,C,nao,0
43.0,119452.87,29.7,181832.94,25.04,1.522,6.0,outra,pessoal,C,nao,1
34.0,101062.36,12.9,205144.43,,2.03,11.4,,saude,A,nao,1
37.0,87261.31,27.7,37383.0,27.35,0.428,7.6,propria,habitacao,C,sim,1
35.0,64225.12,22.1,237400.57,22.57,3.696,6.2,propria,habitacao,D,nao,1
24.0,97785.08,12.5,67498.05,13.6,0.69,2.8,hipoteca,saude,D,nao,0
53.0,51622.28,2.0,154741.74,10.72,2.998,10.8,arrendada,negocio,A,sim,1
64.0,87148.28,8.1,35723.68,31.04,0.41,5.9,arrendada,saude,C,nao,1
29.0,44574.07,25.2,31824.35,5.23,0.714,13.5,outra,pessoal,C,nao,0
63.0,92230.04,21.4,255804.19,29.47,2.774,10.5,outra,negocio,B,nao,1
66.0,39378.02,18.4,31313.37,13.57,0.795,15.1,arrendada,negocio,D,nao,0
31.0,96124.04,1.2,290867.36,12.74,3.026,13.6,arrendada,educacao,C,nao,1
35.0,92243.19,20.0,290810.12,7.54,3.153,17.5,hipoteca,habitacao,D,nao,1
66.0,44160.14,10.3,100324.14,11.07,2.272,11.3,arrendada,educacao,B,sim,1
27.0,68555.06,10.0,120161.4,27.87,1.753,15.7,hipoteca,saude,C,nao,1
40.0,54241.9,9.6,69330.14,7.05,1.278,13.4,propria,saude,A,nao,0
24.0,51623.38,1.8,106364.04,9.73,2.06,16.0,arrendada,pessoal,B,sim,1
47.0,111435.98,16.5,148990.35,9.66,1.337,18.2,outra,saude,D,nao,0
24.0,105597.37,22.8,54323.34,31.25,0.514,14.9,outra,negocio,C,nao,1
42.0,80437.76,28.9,228439.7,9.09,2.84,15.1,outra,negocio,C,nao,1
55.0,115723.1,20.8,111759.94,6.65,0.966,18.1,outra,negocio,A,nao,0
38.0,101328.31,24.0,29447.95,10.58,0.291,12.5,outra,pessoal,A,nao,0
37.0,47250.62,14.3,269561.18,,5.705,1.7,hipoteca,habitacao,B,nao,1
58.0,107623.44,29.3,23176.57,11.39,0.215,16.3,propria,negocio,B,nao,0
30.0,75726.95,19.0,281865.93,9.91,3.722,4.6,hipoteca,saude,C,sim,1
21.0,47749.85,22.3,295068.97,24.07,6.179,11.5,arrendada,saude,A,nao,1
63.0,75848.81,9.3,85374.42,,1.126,16.1,propria,educacao,A,nao,0
37.0,88398.17,26.9,284364.21,26.66,3.217,3.4,arrendada,saude,D,nao,1
28.0,90362.21,20.9,264071.97,12.24,2.922,3.1,hipoteca,negocio,A,nao,0
42.0,87295.7,20.2,297436.5,9.56,3.407,7.1,propria,habitacao,C,nao,1
69.0,43802.6,16.4,95935.59,6.1,2.19,16.9,propria,educacao,C,nao,1
32.0,72241.77,21.7,236100.78,17.03,3.268,9.4,arrendada,pessoal,D,sim,1
64.0,132896.09,18.9,283816.88,21.17,2.136,16.0,arrendada,saude,A,nao,1
68.0,59105.93,25.4,52741.35,25.18,0.892,5.5,arrendada,habitacao,C,nao,1
54.0,47014.05,18.2,73678.53,16.73,1.567,15.5,propria,negocio,B,nao,0
40.0,59037.04,28.5,250646.08,19.03,4.246,7.7,,saude,B,sim,1
66.0,88464.76,8.5,35333.28,,0.399,9.7,arrendada,educacao,A,nao,0
49.0,86532.46,19.2,112822.91,6.62,1.304,17.3,hipoteca,pessoal,C,nao,0
40.0,75054.57,29.5,159224.73,22.75,2.121,20.0,hipoteca,habitacao,B,nao,1
26.0,86078.77,26.8,276734.16,30.19,3.215,14.1,hipoteca,educacao,A,nao,1
31.0,84830.86,9.9,285043.98,14.9,3.36,19.7,outra,negocio,C,nao,1
57.0,75117.62,4.6,189952.9,9.01,2.529,9.7,arrendada,saude,C,nao,1
58.0,79017.09,14.7,176885.75,11.6,2.239,18.4,outra,pessoal,D,nao,1
27.0,122768.09,23.9,162673.48,,1.325,9.0,outra,negocio,B,nao,0
40.0,28173.89,0.9,243908.38,12.66,8.657,11.0,outra,pessoal,A,nao,0
31.0,100858.87,,122625.09,,1.216,4.1,hipoteca,habitacao,B,nao,0
68.0,65374.92,22.2,229878.26,11.98,3.516,11.2,arrendada,educacao,B,nao,0
53.0,68825.95,8.9,8231.78,13.01,0.12,16.1,propria,negocio,B,nao,0
27.0,45509.98,22.8,141154.61,5.5,3.102,17.6,hipoteca,saude,B,nao,0
64.0,95848.39,18.1,243951.21,9.13,2.545,11.4,,habitacao,C,nao,1
29.0,58082.65,3.1,97912.4,12.61,1.686,1.8,outra,pessoal,B,nao,0
45.0,91510.1,27.9,27716.92,11.27,0.303,18.3,outra,educacao,C,nao,0
69.0,88810.22,12.1,172813.66,5.63,1.946,19.5,outra,negocio,A,nao,0
66.0,91340.16,23.4,279991.04,21.03,3.065,3.5,propria,habitacao,C,nao,1
24.0,92962.82,26.9,187841.86,,2.021,14.6,,negocio,B,nao,1
39.0,81315.77,6.2,144697.91,30.27,1.779,12.7,hipoteca,educacao,B,sim,1
42.0,110867.92,21.4,18512.83,12.3,0.167,2.0,outra,habitacao,B,sim,0
26.0,57702.62,0.5,281828.16,,4.884,17.5,outra,habitacao,C,nao,1
67.0,70437.54,13.7,23023.46,27.62,0.327,13.9,hipoteca,saude,C,nao,1
50.0,58363.38,16.7,230248.28,23.96,3.945,5.0,propria,habitacao,B,sim,1
21.0,105602.55,18.8,47588.18,21.49,0.451,8.4,propria,habitacao,A,nao,0
61.0,94097.01,,156924.04,29.01,1.668,4.4,,pessoal,A,sim,1
35.0,28931.9,17.4,127909.69,10.78,4.421,11.2,propria,pessoal,A,nao,0
64.0,63762.5,27.5,8992.75,22.91,0.141,15.8,outra,educacao,A,nao,0
43.0,82465.55,,36070.26,19.38,0.437,17.8,propria,negocio,B,nao,0
32.0,96579.72,14.4,221200.61,14.21,2.29,8.2,outra,pessoal,C,nao,1
56.0,-1755.17,10.5,274791.9,10.41,274791.9,8.5,propria,habitacao,C,nao,1
61.0,65558.41,0.5,268118.66,13.3,4.09,5.3,propria,pessoal,B,nao,0
34.0,23435.48,7.4,283059.92,20.62,12.078,10.1,propria,educacao,A,sim,1
41.0,75445.22,27.0,110558.16,14.61,1.465,16.7,outra,saude,C,nao,0
33.0,95608.07,14.3,178482.79,31.68,1.867,2.7,outra,negocio,C,nao,1
55.0,54087.47,8.7,100532.8,29.05,1.859,6.4,propria,pessoal,B,nao,0
31.0,88077.11,8.6,242208.32,30.13,2.75,13.3,hipoteca,saude,B,nao,1
26.0,127232.13,27.3,183671.16,10.35,1.444,5.9,outra,negocio,B,nao,0
55.0,37256.33,6.5,283927.67,20.21,7.621,19.1,outra,educacao,D,nao,1
62.0,69692.31,5.3,106146.95,22.99,1.523,10.4,hipoteca,negocio,C,nao,1
49.0,137963.72,0.3,67307.99,13.46,0.488,12.1,arrendada,saude,A,nao,0
48.0,104589.43,20.8,182248.74,28.39,1.743,12.9,outra,pessoal,D,nao,1
40.0,94542.84,26.6,101596.1,22.69,1.075,12.5,outra,saude,D,nao,1
29.0,84333.75,15.5,44002.7,17.01,0.522,1.7,hipoteca,pessoal,A,nao,0
50.0,48162.32,7.5,84943.25,5.39,1.764,8.6,arrendada,pessoal,B,nao,0
25.0,74959.43,11.9,87275.18,26.65,1.164,2.9,propria,saude,B,nao,0
67.0,61016.3,14.7,178888.61,,2.932,3.6,arrendada,saude,A,nao,0
64.0,81722.09,6.8,67217.75,,0.823,14.3,outra,negocio,D,nao,1
39.0,89175.31,26.0,151192.83,,1.695,11.8,hipoteca,educacao,B,sim,0
44.0,78283.72,26.7,126569.3,21.7,1.617,8.6,arrendada,habitacao,A,nao,0
54.0,99833.2,28.4,133354.47,23.49,1.336,3.6,arrendada,habitacao,A,nao,0
25.0,65508.78,7.6,247348.23,29.42,3.776,13.6,arrendada,educacao,B,nao,1
50.0,79081.78,6.0,287482.93,14.15,3.635,17.5,arrendada,habitacao,B,nao,0
41.0,78474.74,7.0,122350.91,,1.559,16.6,propria,negocio,B,nao,0
66.0,51036.39,21.3,160685.55,5.43,3.148,12.0,propria,habitacao,B,nao,0
52.0,32761.46,23.1,42116.22,15.07,1.286,4.4,hipoteca,educacao,A,nao,0
27.0,67815.8,21.8,160959.77,5.8,2.373,8.8,propria,pessoal,B,nao,0
31.0,59780.65,29.3,190346.3,17.63,3.184,13.7,hipoteca,pessoal,C,nao,1
59.0,66739.43,24.5,109812.37,23.84,1.645,19.0,propria,negocio,C,sim,1
29.0,86315.16,20.3,234280.95,6.74,2.714,7.9,outra,negocio,B,nao,0
63.0,37730.19,29.3,185957.3,7.53,4.929,6.1,arrendada,habitacao,A,nao,0
59.0,85343.13,,191131.31,10.35,2.24,5.3,arrendada,saude,A,sim,1
50.0,92670.39,0.8,190769.26,25.31,2.059,9.6,arrendada,habitacao,C,nao,1
43.0,49129.26,23.9,52749.62,28.53,1.074,17.3,outra,educacao,C,nao,1
42.0,82893.05,26.1,234576.96,21.65,2.83,15.6,arrendada,saude,A,nao,1
37.0,66395.04,,135857.98,12.38,2.046,10.9,arrendada,saude,D,nao,1
68.0,84379.82,24.4,50111.84,15.93,0.594,19.0,hipoteca,saude,C,nao,0
56.0,73028.27,5.4,6303.55,14.17,0.086,16.9,outra,pessoal,B,nao,0
39.0,34164.13,17.0,32476.7,29.38,0.951,1.3,hipoteca,pessoal,C,nao,1
25.0,82668.65,22.8,23078.52,7.27,0.279,7.8,propria,habitacao,C,nao,0
33.0,57599.52,14.3,123014.58,21.63,2.136,18.9,hipoteca,habitacao,D,nao,1
28.0,60012.22,0.2,284415.81,24.51,4.739,8.1,arrendada,saude,C,nao,1
40.0,121446.45,22.0,198402.2,8.7,1.634,12.5,propria,negocio,B,nao,0
22.0,114100.92,20.6,171047.58,31.8,1.499,15.7,hipoteca,educacao,A,nao,0
68.0,87163.36,5.4,102635.19,31.89,1.178,9.5,propria,negocio,A,nao,0
60.0,82845.94,19.3,242203.22,18.96,2.924,11.8,hipoteca,pessoal,D,nao,1
50.0,51241.29,5.9,230308.21,22.94,4.495,7.3,arrendada,saude,B,nao,1
52.0,80877.54,15.6,35005.09,21.56,0.433,13.5,arrendada,educacao,C,nao,1
46.0,45985.89,20.2,72350.94,15.69,1.573,6.7,hipoteca,negocio,D,nao,0
69.0,74116.71,13.5,1125276.6,16.09,3.036,19.9,outra,pessoal,B,nao,0
41.0,73433.07,28.3,291418.76,31.83,3.968,3.7,hipoteca,saude,C,nao,1
39.0,81799.23,23.5,15160.44,27.91,0.185,12.3,hipoteca,saude,C,nao,1
30.0,141277.62,28.0,278813.5,6.01,1.974,2.8,outra,habitacao,C,nao,0
66.0,65778.45,7.5,28596.3,14.84,0.435,19.6,propria,educacao,B,nao,0
25.0,100486.83,21.7,73316.91,27.55,0.73,9.9,outra,saude,C,nao,1
21.0,59987.5,,133113.06,25.25,2.219,5.8,propria,habitacao,A,nao,1
50.0,78162.5,14.3,21928.32,5.47,0.281,14.3,arrendada,saude,C,nao,0
29.0,129810.22,2.5,266657.58,14.32,2.054,1.6,outra,saude,B,nao,0
54.0,124944.99,12.2,49980.04,29.38,0.4,18.5,outra,saude,B,nao,0
60.0,81158.19,3.6,178101.21,12.17,2.194,17.6,hipoteca,negocio,B,nao,0
29.0,47780.23,20.5,79138.39,22.94,1.656,8.0,arrendada,negocio,B,nao,0
57.0,74994.67,1.3,271119.06,20.15,3.615,7.5,hipoteca,habitacao,D,sim,1
39.0,79577.32,10.4,183209.13,5.23,2.302,14.2,arrendada,negocio,B,nao,0
46.0,91142.13,9.3,18500.85,30.69,0.203,15.9,arrendada,educacao,C,sim,1
49.0,67325.46,25.3,164854.56,5.43,2.449,7.0,outra,negocio,A,nao,0
42.0,77388.5,1.0,225525.78,22.16,2.914,13.3,outra,pessoal,B,nao,1
53.0,55394.69,21.3,56164.77,6.06,1.014,19.5,hipoteca,habitacao,A,sim,0
23.0,18419.48,22.8,147349.85,30.94,8.0,18.0,arrendada,habitacao,B,nao,1
47.0,135489.7,6.9,261928.83,20.8,1.933,16.0,arrendada,negocio,C,nao,1
51.0,130529.23,0.2,264437.07,30.21,2.026,16.0,propria,saude,B,sim,1
46.0,61539.6,14.6,151770.77,,2.466,12.0,hipoteca,negocio,B,sim,1
57.0,77016.94,10.3,87652.97,20.61,1.138,12.5,propria,saude,A,nao,0
58.0,89437.87,17.2,175382.75,20.55,1.961,11.2,propria,saude,A,nao,0
50.0,51008.48,12.5,239438.4,17.48,4.694,11.6,outra,habitacao,B,nao,0
34.0,50583.45,14.3,11054.37,10.4,0.219,12.5,propria,negocio,A,nao,0
58.0,54721.56,3.2,78168.93,14.29,1.428,18.4,hipoteca,pessoal,C,sim,1
30.0,36175.07,19.4,14705.63,12.63,0.407,12.8,arrendada,habitacao,A,nao,0
56.0,66549.95,13.2,199029.95,,2.991,18.0,arrendada,habitacao,B,nao,0
27.0,95603.65,5.4,188589.9,24.65,1.973,17.1,propria,educacao,D,nao,1
35.0,43009.53,5.0,130598.06,20.57,3.036,3.3,,pessoal,B,sim,1
34.0,77985.58,25.1,8366.96,8.52,0.107,3.3,hipoteca,pessoal,B,nao,0
63.0,96517.21,19.6,256345.27,6.83,2.656,13.8,hipoteca,pessoal,C,sim,1
67.0,90347.15,,182209.18,,2.017,16.8,arrendada,pessoal,A,nao,1
55.0,47595.73,10.3,292561.74,24.04,6.147,14.0,propria,negocio,A,nao,1
48.0,69594.56,20.6,45379.1,24.25,0.652,19.9,arrendada,habitacao,A,nao,0
42.0,44001.44,27.3,37721.47,23.75,0.857,18.3,arrendada,saude,C,sim,1
54.0,117217.96,25.7,223918.04,28.95,1.91,18.2,outra,educacao,D,nao,1
48.0,88495.32,19.1,177339.79,11.69,2.004,13.9,hipoteca,saude,B,nao,0
29.0,77621.87,12.2,267873.73,15.75,3.451,10.7,outra,saude,B,nao,0
49.0,49997.02,15.9,101667.58,9.35,2.033,4.7,hipoteca,educacao,A,sim,1
49.0,74956.06,19.4,168981.23,,2.254,18.1,outra,educacao,B,sim,1
36.0,84516.87,12.2,266930.11,11.86,3.158,10.0,arrendada,negocio,B,sim,1
41.0,39762.59,9.4,197260.43,18.39,4.961,2.3,outra,negocio,C,nao,1
58.0,92756.3,15.7,269299.88,25.45,2.903,4.2,propria,habitacao,D,nao,1
63.0,79578.0,11.6,79041.86,,0.993,10.7,arrendada,negocio,B,sim,1
24.0,65544.56,29.7,59605.21,23.63,0.909,14.9,outra,negocio,D,nao,1
41.0,78864.24,20.7,172264.94,5.0,2.184,12.5,outra,habitacao,D,nao,1
63.0,36077.77,4.3,295988.43,19.13,8.204,18.9,,educacao,A,nao,0
48.0,77722.84,12.4,171079.8,15.53,2.201,8.7,propria,saude,B,nao,0
55.0,133613.57,4.6,93464.5,20.48,0.7,6.5,arrendada,habitacao,A,sim,1
62.0,103714.28,28.4,55184.15,29.84,0.532,2.7,outra,saude,B,nao,0
55.0,55751.51,16.2,270554.05,17.86,4.853,1.3,hipoteca,negocio,D,nao,1
21.0,55159.38,14.4,179667.3,15.57,3.257,17.4,hipoteca,habitacao,A,nao,0
56.0,85052.31,0.7,92265.59,22.57,1.085,11.2,arrendada,pessoal,B,nao,0
55.0,69811.92,24.3,299407.49,22.26,4.289,15.5,hipoteca,negocio,D,nao,1
62.0,61488.9,29.5,74094.46,,1.205,2.2,hipoteca,saude,D,nao,1
35.0,72101.64,15.9,140234.53,18.87,1.945,5.6,hipoteca,saude,D,nao,0
53.0,11063.96,9.9,296382.1,6.13,26.788,8.5,arrendada,educacao,A,sim,1
34.0,97172.46,18.0,127188.49,22.44,1.309,6.9,propria,saude,D,nao,1
59.0,71268.61,6.5,125085.99,20.79,1.755,1.1,propria,pessoal,A,nao,0
59.0,72466.86,11.5,127162.61,26.51,1.755,6.5,propria,pessoal,C,nao,1
44.0,53153.63,1.5,113600.76,18.73,2.137,2.6,outra,pessoal,B,nao,0
22.0,87693.49,20.4,113168.14,11.74,1.29,11.1,arrendada,saude,D,nao,0
22.0,86688.9,21.4,234309.32,15.83,2.703,13.5,outra,negocio,C,nao,1
37.0,81499.05,17.8,174753.54,29.16,2.144,14.3,arrendada,saude,B,nao,1
34.0,82788.4,19.6,50777.69,22.25,0.613,18.6,propria,pessoal,D,nao,1
44.0,43611.06,12.1,84112.59,11.75,1.929,19.5,propria,educacao,B,nao,0
67.0,119947.38,10.5,190282.77,20.67,1.586,15.1,outra,saude,B,nao,0
37.0,47622.67,3.7,93848.63,22.01,1.971,6.3,hipoteca,habitacao,B,nao,0
34.0,42315.15,26.9,99188.18,8.78,2.344,16.9,outra,habitacao,C,nao,1
41.0,65448.43,1.7,226901.96,27.46,3.467,8.6,outra,negocio,A,nao,1
44.0,70164.8,19.9,142881.59,21.48,2.036,11.8,propria,habitacao,B,sim,1
68.0,101531.65,15.2,79707.45,5.55,0.785,13.1,propria,pessoal,A,nao,0
30.0,82486.85,8.3,31202.77,6.36,0.378,6.7,hipoteca,habitacao,A,nao,0
56.0,89188.62,13.7,106324.35,8.58,1.192,1.1,propria,negocio,D,sim,1
34.0,56315.44,,94444.26,11.16,1.677,4.7,outra,educacao,A,nao,0
49.0,65202.36,27.3,258570.85,5.3,3.966,6.9,,educacao,A,nao,0
45.0,106291.09,29.0,66093.55,20.46,0.622,14.7,propria,habitacao,D,nao,1
37.0,83930.13,6.9,174665.59,20.96,2.081,19.9,hipoteca,saude,B,nao,1
33.0,93993.49,29.6,202767.28,9.85,2.157,1.5,propria,habitacao,A,nao,0
37.0,91954.82,16.0,257472.81,13.26,2.8,3.1,propria,negocio,A,nao,0
28.0,74936.58,27.7,155773.75,,2.079,13.9,hipoteca,negocio,D,nao,1
52.0,93560.15,8.3,270720.78,17.41,2.894,17.7,hipoteca,negocio,C,nao,1
61.0,94787.59,5.6,49486.51,31.36,0.522,8.6,,pessoal,A,nao,0
68.0,86393.15,14.5,150438.81,24.88,1.741,9.6,outra,educacao,A,nao,0
63.0,81969.78,20.2,21706.13,22.3,0.265,19.0,arrendada,negocio,A,nao,0
32.0,94907.07,7.1,35372.71,16.24,0.373,7.0,arrendada,negocio,A,nao,0
62.0,99007.8,26.9,91034.02,23.24,0.919,6.9,outra,pessoal,A,nao,0
40.0,79447.54,24.6,153356.26,26.08,1.93,4.4,arrendada,habitacao,A,nao,0
69.0,70429.06,8.0,132603.81,23.22,1.883,10.3,arrendada,educacao,D,nao,1
59.0,77004.06,,93760.16,13.18,1.218,9.3,propria,educacao,C,nao,0
50.0,28051.48,13.0,37085.96,,1.322,4.7,hipoteca,pessoal,A,nao,0
40.0,90628.35,19.0,124731.51,6.33,1.376,5.2,hipoteca,habitacao,B,nao,0
25.0,56759.2,27.1,25156.36,11.98,0.443,1.8,propria,saude,C,nao,0
68.0,58684.5,14.1,161086.07,11.15,2.745,8.0,arrendada,habitacao,C,nao,1
39.0,49812.68,8.7,132785.78,16.03,2.666,8.4,hipoteca,negocio,D,nao,1
66.0,94048.7,20.2,148825.81,20.82,1.582,6.3,outra,saude,C,nao,1
44.0,65175.43,0.2,6949.0,29.66,0.107,18.4,outra,negocio,D,nao,1
41.0,49335.79,18.0,164406.79,12.22,3.332,1.2,hipoteca,habitacao,A,nao,0
35.0,94776.72,2.1,228703.75,,2.413,13.6,propria,pessoal,B,nao,0
39.0,98412.21,0.8,291162.7,11.84,2.959,2.3,propria,negocio,A,nao,0
60.0,68065.6,,168483.7,14.83,2.475,11.1,outra,negocio,A,nao,0
59.0,117379.16,16.8,142239.13,17.84,1.212,3.5,arrendada,pessoal,C,nao,0
22.0,76951.07,14.8,113678.27,30.6,1.477,10.3,propria,negocio,C,nao,1
23.0,79088.28,10.5,175885.02,17.43,2.224,7.6,hipoteca,saude,C,nao,1
55.0,60203.71,20.4,164451.85,13.38,2.732,8.3,arrendada,saude,D,nao,1
49.0,77947.75,21.5,283282.06,8.98,3.634,17.2,propria,habitacao,C,sim,1
46.0,86466.57,18.2,252664.37,10.15,2.922,13.7,arrendada,pessoal,A,nao,0
42.0,84272.67,26.4,43323.83,8.72,0.514,10.4,outra,negocio,B,nao,0
55.0,48287.66,21.0,131684.46,6.29,2.727,17.9,,negocio,C,sim,1
34.0,76719.34,19.7,147057.64,14.48,1.917,15.0,hipoteca,habitacao,A,nao,0
56.0,57062.48,18.0,91114.54,21.78,1.597,5.5,outra,negocio,C,nao,1
45.0,96914.15,12.7,255437.34,5.39,2.636,9.8,hipoteca,educacao,B,nao,0
65.0,80681.93,17.4,43742.32,15.61,0.542,9.2,arrendada,pessoal,D,nao,0
63.0,51968.64,14.3,206598.39,20.05,3.975,11.4,outra,educacao,A,nao,1
30.0,55846.61,2.4,152200.77,15.0,2.725,6.8,hipoteca,saude,A,nao,0
31.0,101387.81,20.4,82834.29,12.41,0.817,2.8,outra,saude,B,nao,0
49.0,94925.57,12.6,116835.06,25.87,1.231,17.7,hipoteca,pessoal,B,nao,0
53.0,97153.64,17.2,77103.96,11.22,0.794,14.3,hipoteca,educacao,A,nao,0
61.0,75309.6,27.4,63394.42,19.1,0.842,6.0,arrendada,educacao,B,nao,0
27.0,92804.66,4.9,187454.0,27.04,2.02,2.0,arrendada,saude,A,nao,1
28.0,56606.7,19.5,219336.39,11.79,3.875,3.1,arrendada,pessoal,C,nao,1
58.0,76446.68,17.8,248077.73,6.53,3.245,9.8,arrendada,pessoal,A,nao,0
57.0,89334.86,23.9,189711.2,25.05,2.124,13.2,arrendada,negocio,A,sim,1
62.0,66527.78,27.8,60124.32,11.44,0.904,18.8,outra,saude,A,nao,0
32.0,60048.85,2.3,78196.88,24.02,1.302,19.4,arrendada,saude,B,nao,0
56.0,138603.0,24.7,157711.98,22.24,1.138,11.8,propria,educacao,A,nao,0
32.0,121380.51,14.4,108660.54,11.08,0.895,9.2,propria,saude,A,nao,0
50.0,48220.53,27.1,276398.8,12.43,5.732,4.2,outra,educacao,B,nao,0
32.0,50609.86,18.9,227181.33,18.22,4.489,13.0,hipoteca,pessoal,B,nao,0
58.0,88700.21,29.3,7341.36,30.82,0.083,14.4,arrendada,pessoal,C,nao,1
54.0,88449.96,29.3,296995.27,27.2,3.358,9.8,propria,educacao,C,nao,1
53.0,101018.72,13.7,234450.63,6.72,2.321,13.0,outra,educacao,C,nao,1
50.0,73405.47,11.6,72995.13,20.32,0.994,12.2,,saude,C,nao,1
29.0,80135.15,9.6,177314.3,20.97,2.213,15.9,arrendada,habitacao,A,nao,1
66.0,131420.98,9.6,259829.4,15.15,1.977,2.1,arrendada,negocio,C,nao,0
